Abn,MemberNo
62883297150,095P
62885109190,E697
62886241084,398E
62886714086,082O
62893553807,W621
62895922631,829N
62896462690,8381
62899145815,160P
62902691935,P382
62904189846,W994
62904657346,R913
62905693897,125Y
62905785282,P762
62911669629,296Z
62913951529,98J0
62923660756,423P
62923825154,0833
62925287620,M819
62925648183,Z107
62926057514,584X
62927351133,199L
62931768737,756D
62938345306,63C9
62939955235,W617
62940896028,H810
62941066236,246W
62941066236,385Q
62942641260,W819
62943583478,8513
62946388050,887I
62947685600,K294
62950179120,J271
62951257294,41E7
62951257294,823G
62951709901,D827
62955943279,H577
62956090737,774U
62956875519,0746
62957242331,H020
62963140885,573X
62965763860,04J0
62970724926,12E5
62974436988,537D
62976694902,9191
62978101596,117O
62983970522,75G0
62984148743,888D
62984648362,057E
62987303521,455C
62992953373,M682
62994268845,D007
62995020989,98B6
63 124 867 742,1739
63 714 591 768,9721
63000027976,76J1
63000027976,4967
63000027976,4969
63000027976,4970
63000027976,4971
63000027976,V807
63000818931,841V
63000910887,932Z
63001140852,176R
63002484647,536K
63003259461,T801
63004125777,10G1
63005267014,3326
63006092080,D923
63007751359,0A97
63007751359,F062
63007751359,F063
63008392069,F100
63009941173,N113
63009941173,P990
63009941173,J702
63010260269,291N
63010598865,940G
63020336275,I103
63024127685,085H
63026590593,9039
63030048062,15J1
63030491369,1672
63034601326,Y082
63039230195,Y553
63039760330,J759
63039760330,J758
63041308919,440T
63043656532,W164
63044026518,H264
63044775590,J249
63047671745,T141
63049602256,53H2
63049639845,N584
63050531553,E891
63051383548,Y479
63052936248,673E
63054495720,E089
63054512433,840G
63055065047,Z935
63060848279,B001
63062441636,339E
63064397499,925S
63064730383,G457
63066322811,F012
63066471785,H151
63067058820,03F2
63068834351,9618
63069418107,911E
63069628539,21K3
63069628539,0888
63071538433,771G
63071975002,F143
63071975002,F149
63072033159,M534
63072714747,X692
63075722710,553N
63077232665,X007
63082603875,076B
63082673514,4778
63083154643,I842
63083949258,196T
63086020024,S341
63086793908,05K6
63088176292,T091
63088960383,478H
63088960383,507F
63088960383,D698
63092032556,Q382
63093324323,U695
63094934171,755E
63094934171,404D
63095361467,168X
63095361467,834F
63095424421,I703
63096846430,S076
63097476804,513J
63097650344,910F
63100044282,F341
63100123662,700F
63100343863,469K
63101433475,896A
63101433475,C230
63101512661,881P
63101512661,864P
63102698678,38H9
63103361772,895X
63103617278,R946
63103861909,K071
63105466050,E475
63105642662,B883
63107526236,720N
63108171838,F616
63109340636,158J
63109945436,084D
63112134515,Y746
63112714324,998X
63113744363,899D
63114020843,F067
63114288229,G081
63114994684,164W
63116636722,L727
63116957250,123G
63122009063,C231
63123783190,187X
63125217851,719W
63126708488,X508
63128924578,F550
63131410409,Y447
63134785738,071X
63137922868,983X
63138718288,A832
63138907116,V937
63142651189,935V
63144365759,R499
63146156443,659Q
63147432468,841B
63151906633,844Z
63156583951,26H6
63158580989,639P
63164110941,K216
63164681316,Z309
63167966967,496R
63168275928,7672
63174255840,Q118
63175363240,0A79
63175363248,F385
63179158165,T013
63181629464,29H9
63182737992,138W
63183462494,V853
63187463095,8754
63-188-003-,616N
63191571728,4549
63193596976,P690
63194544876,109I
63195683779,S949
63197552920,9075
63198434059,N931
63201134836,401G
63202232386,598N
63202695884,S397
63202695884,S351
63203324844,542K
63204665998,35C5
63204757707,P092
63205239447,Z998
63205249447,Z997
63213265823,443Z
63213698935,D732
63217879081,599X
63226185091,38G7
63229727810,382K
63236416719,729V
63236416719,87J4
63238436384,08D8
63238436384,H535
63238680740,I202
63241043628,844M
63242694554,56C8
63243561422,958T
63244739075,F414
63244980018,468Y
63244980018,469Y
63245498493,11D2
63247538851,378B
63248344353,845P
63250012067,203Q
63252354927,D870
63257137745,56G5
63258521549,D071
63260375434,288L
63261073076,248T
63261756397,50D3
63267846679,801E
63268207335,Y823
63268539651,0681
63268560376,Z697
63272465456,G039
63274151202,D187
63274416520,440E
63276247875,I840
63277160265,0816
63285384044,V895
63287798913,M962
63288112469,U309
63288136311,55E6
63288136311,163X
63295804014,743S
63296864471,23J8
63297004487,5865
63298537995,008E
63303044916,044M
63304191676,K409
63304191676,J993
63304719451,393C
63305387409,K647
63305387409,K646
63307056047,115T
63307056047,F120
63307056047,043N
63307615606,U417
63309586584,067G
63311904270,D558
63312713622,555P
63315020928,785W
63316985060,3927
63319894510,969F
63328025006,825M
63329101218,Z015
63332711258,L859
63334627934,600R
63336144648,579Q
63337401704,U935
63337423860,578K
63338513472,W289
63339284473,M435
63339501802,I507
63340513745,E749
63340864902,U562
63344061961,T903
63345276405,2192
63347263529,085U
63351876797,264S
63352336629,031F
63356388962,38G3
63356802025,X245
63359828962,967G
63359828962,970G
63361969862,L303
63362256019,T632
63362588416,680P
63366569285,L719
63366569285,4404
63366569285,4405
63368092091,I951
63372558496,082C
63372948683,F781
63373908053,540Z
63373937936,55B0
63377259908,230C
63382298065,M073
63384126241,P466
63384126241,P465
63384880852,664Q
63388758965,271I
63392742416,782L
63392742416,K741
63394889968,606J
63396558493,422S
63400318383,593B
63402308003,301D
63404408101,04B7
63408868911,2156
63413786011,Z448
63417818914,3068
63420850771,K971
63421617841,124O
63424234806,733I
63425479926,S819
63427182908,9433
63427923600,E173
63434173084,542I
63434467206,1199
63438176563,620L
63438410691,097D
63438681965,50B8
63439654630,0717
63439802606,M727
63439981670,S425
63440249817,E260
63441143447,814G
63441917456,60B2
63442480892,N191
63443510700,B293
63448050938,4604
63448050938,4699
63448716861,M452
63448954995,M724
63452025970,950X
63452491132,298G
63455250591,V173
63457754355,352F
63458587596,V203
63458656079,837J
63459675443,50J0
63460398751,E520
63461392092,2073
63462095479,996S
63462378585,702R
63466051423,697Q
63474773314,L390
63475105716,038K
63476715564,H915
63477456066,J737
63478415867,95H4
63478617941,004M
63480151082,369M
63480671836,D370
63481426114,W602
63482247740,E607
63484308493,898H
63486348084,S382
63493734604,168T
63493809269,7802
63496970932,608G
63497207867,F177
63498022198,8255
63499097975,135C
63500939229,226K
63501595167,V160
63503016258,X059
63505548270,0329
63506526750,2882
63506526750,1679
63507967470,U726
63508150384,Q205
63509081684,3607
63510828438,129R
63512735259,U822
63515836965,X734
63516193727,746Q
63517923768,863M
63519594372,P112
63521630037,03G6
63522638799,8816
63522883933,5816
63523072690,T705
63523306974,Q227
63527632995,533I
63529917255,B179
63531514802,552Y
63533987537,E044
63534939886,811J
63535032470,K072
63535861122,7974
63536083196,987Y
63536595624,876A
63537061676,271B
63537451751,E256
63541806656,17G0
63542830545,207S
63544380318,580N
63544529806,01G4
63545514205,N290
63546011291,86D1
63547514688,864H
63552616349,T007
63553986998,6174
63558248512,127M
63564099741,625E
63567683403,J540
63569554729,563N
63570273539,D907
63573984506,Q751
63575742357,Y403
63577468267,512M
63578775294,F288
63579344730,M353
63579949530,28B4
63580785304,X729
63584274659,H713
63587881719,91H1
63594657358,L294
63597902186,9959
63600407785,827A
63604564597,0381
63609395832,544S
63612501345,N379
63612538772,J885
63618353773,E364
63619651005,081Y
63622663399,52K5
63624204560,760H
63624943479,0481
63625399763,64E7
63627486566,423W
63631190194,3851
63631560942,167L
63634760679,I523
63635080586,825Q
63637367918,P926
63645290598,K974
63645355285,6807
63648029176,662L
63649477235,13K5
63649499391,R598
63650068580,626K
63651402286,446G
63651684026,G862
63652589325,8653
63653012615,337Y
63653157691,9066
63653177568,901Z
63654142090,Q737
63654247384,P889
63655673189,8485
63657748339,189E
63657795541,K815
63658126005,Y408
63661151862,S035
63661209809,P670
63667146677,T783
63669699182,W151
63674652235,K237
63677461989,N552
63677838424,55B1
63678641221,Y518
63679547588,L433
63681964828,W445
63685809105,381W
63685809105,E674
63687881047,G322
63691994664,Y348
63694874182,510M
63695018664,158H
63697733919,22D8
63707318217,N900
63713100672,1452
63714051655,352R
63714760800,874X
63714940878,92C4
63715936784,5292
63717230948,P493
63722017988,708G
63722631866,7399
63723996009,Q989
63727250049,4601
63730531235,64J2
63730725435,8256
63731044532,41C9
63731267276,59B8
63732982360,816L
63734102476,202X
63737512080,R681
63750938521,2496
63751179517,V005
63751651602,2548
63751998125,78B0
63759080187,06G1
63759106755,X527
63760642828,R989
63760827730,9480
63761756071,306B
63763405431,E489
63764136407,985T
63784242805,Q284
63792902850,E358
63793578352,4607
63795232011,764K
63798354161,9849
63798482751,Z852
63799309070,406E
63799524076,U110
63800353640,869Q
63810825395,12C5
63811324604,M808
63811324604,M751
63815350153,3624
63817443042,G501
63818319974,D017
63818725040,064T
63821882970,22D9
63828684259,K269
63828798318,J159
63830120044,808X
63830591561,711B
63832689984,226H
63832853934,313F
63836639642,099H
63837619710,96E1
63840106091,Z581
63844791595,U924
63846494345,12K1
63847797883,251E
63848393309,092X
63848756718,A615
63849539583,L105
63859947090,L750
63861950187,Y585
63862717257,219D
63863552173,9752
63865751609,T644
63871093019,859M
63873865601,M431
63876942337,V356
63877561938,R713
63878208081,R737
63878208081,R738
63887938870,D147
63892350459,29D1
63892806338,6493
63896204936,990V
63899054397,699X
63900814743,57J1
63904959853,506C
63905587204,225H
63910185584,E392
63922784152,I577
63923924858,620M
63924548413,V999
63925033225,3510
63931570454,993F
63932853343,G964
63933947372,U332
63934437622,4840
63938094928,499F
63939946998,13D5
63940121101,5132
63941068271,358S
63942912684,G600
63946215896,9526
63954916279,676V
63955820968,0370
63956196209,016K
63958451023,465Y
63959650384,647T
63963538292,R098
63966059287,54G4
63966115345,5555
63972438766,59H3
63975658862,586Y
63979589155,075E
63982251323,685C
63983276016,7901
63984049355,228V
63984771206,303E
63987369211,R402
63989406992,809X
63989828397,P496
63992910011,U441
63993491617,3112
63995835412,135X
63998966472,C061
64 591 667 598,2873
64000178209,S445
64001293590,G360
64002021532,H331
64003101488,8368
64003213652,6930
64003634053,Y026
64004279261,Y832
64004279261,P007
64004477338,3672
64005877029,9070
64006249181,K602
64007436204,55K4
64007663597,643H
64008699965,8486
64008815272,Y702
64009476680,4141
64009480719,L699
64009667403,516V
64010114468,33J7
64010114468,34J0
64010114468,34J1
64010114468,33J8
64010114468,30J8
64011518431,150W
64018037322,464T
64021824752,D564
64024567293,3933
64024567293,719C
64030437309,G952
64035546163,K441
64035794147,6157
64037738098,S444
64038915207,26H1
64039285328,Z516
64042116569,09K6
64045003151,047G
64046691045,311H
64048204681,W332
64054466866,E120
64055686818,834I
64057535244,9320
64058383924,M475
64058604363,C075
64059986450,N538
64060981713,616Z
64062948954,9747
64063203926,Y773
64066288908,118I
64068402802,J818
64068563324,Q419
64073114406,09H4
64073498718,782V
64074638987,X456
64075094294,K036
64077049116,45B8
64077625393,L078
64078691639,I619
64079499819,17E0
64081811031,191C
64083061929,1586
64083647937,E097
64086956890,2318
64091708302,U220
64093587976,560E
64096470254,Y009
64097024283,019U
64097024283,020U
64097024283,363R
64097024283,A925
64098642361,289B
64100569631,159X
64100569631,077D
64100634857,H662
64101322472,B304
64101561320,Q303
64102769666,76K1
64103061105,M770
64103091523,B968
64104234627,971G
64104347908,691W
64105720470,403L
64107079725,D352
64107079725,P534
64107977696,800D
64108808681,18B8
64108921115,F812
64112807499,137I
64114284656,084F
64115384574,125G
64116248925,0382
64116986533,307Q
64117019192,06D4
64117156741,3093
64117597985,0261
64117597985,C457
64117601145,I059
64117854243,1A53
64117854243,C813
64119365767,B860
64120138491,60J8
64120763304,F738
64122044777,K410
64122398477,I811
64122521268,96E8
64122684456,R289
64123500283,I772
64123879249,T634
64124541144,502L
64124561987,187H
64126825560,7953
64129630720,213M
64130974870,X604
64133008419,Y528
64134021292,74F8
64134089175,V654
64134992914,E594
64136857372,7168
64138629490,145X
64139058261,986I
64139626794,671F
64142449298,X912
64148902850,W120
64151419822,P272
64152012332,Z923
64153722215,R150
64155633598,6585
64159711927,V758
64159880288,9529
64160951977,680C
64161621998,7653
64161772394,763T
64162201851,424Q
64163503532,602B
64163517944,523X
64163894006,86G1
64174321082,9165
64177483630,094I
64177832940,E952
64179338788,30H9
64184319970,T096
64185011430,689S
64188749298,99B2
64189730538,38H3
64194029348,M290
64197150630,025T
64199450619,K825
64205970935,754V
64207478507,627R
64215783437,X500
64216009341,U099
64216077488,474P
64219977379,Q033
64225504820,145K
64228109358,M445
64228491862,225R
64228613805,G685
64229893173,H273
64230051652,0A38
64231321165,368K
64231848491,572M
64234850562,8090
64236383212,916Z
64240450394,I784
64240450394,R355
64241891195,J144
64242624558,123Q
64244208837,77E2
64244633855,415T
64250275769,886G
64253423478,496C
64255843181,049O
64260247291,L383
64263971045,827M
64264032600,D219
64265523237,8405
64270256024,92C6
64273806696,62C7
64276038943,7824
64276407380,C134
64279458510,271H
64283985939,N103
64287957898,A653
64288921821,864S
64289773741,828L
64290221778,U677
64292916730,Q400
64293059441,I391
64295057289,Z375
64304215943,N732
64308040439,868J
64309114721,375K
64311072145,143D
64313356593,789V
64313356593,790V
64313356593,806V
64313356593,807V
64316218191,Q725
64319542218,M116
64322089478,005I
64324147543,8999
64324833430,V901
64325092214,542B
64325105325,236X
64327070298,L396
64327556612,V205
64327758863,372M
64330450547,D287
64331967742,860U
64332089478,N433
64336908369,W769
64339704312,P526
64344345859,072T
64350894477,182C
64353151456,66K7
64354258780,99J2
64354293740,70J6
64355364641,23J3
64363645465,170Y
64364505188,618Z
64364865304,444T
64367004654,951J
64374692288,E735
64374692288,3852
64375153832,G714
64377845435,S262
64380228908,30C9
64380709799,V634
64381838756,Y045
64386323052,Q938
64387654040,136S
64390186767,Z596
64390716362,434N
64394861866,910N
64395187940,645P
64397305868,973K
64397305868,731F
64399661856,7580
64400206958,V864
64400929112,1911
64401414005,75F0
64401608318,186H
64406497705,662C
64414004931,984L
64415501773,92D0
64415501773,92D1
64415757576,D208
64416311660,850S
64416915957,570L
64417571895,527N
64420102730,V826
64423835226,N055
64424461874,74C0
64424546438,945K
64427608799,522F
64429061378,320Z
64430576726,348E
64440262382,Q581
64450807529,W127
64452582510,8807
64452648297,K901
64453797871,M603
64454226151,04C5
64454274939,P749
64458773507,129W
64459876390,Q124
64461433531,Z728
64466531098,1128
64482955652,B139
64483014410,027V
64484805406,460V
64486909921,13J1
64486909921,469Q
64487699714,518J
64487911588,V076
64488958454,P765
64491349784,83G6
64501003780,6782
64501156346,J452
64501156346,J453
64501657952,T120
64501867062,X832
64503051601,797R
64503161226,I589
64508473708,M645
64509090237,P223
64513039737,I303
64515120115,Y452
64515894534,58J1
64521506522,Q404
64522105312,J916
64523021567,R245
64525172512,077B
64527767930,622W
64531770011,12H0
64534174155,U404
64534174155,U403
64539030267,19B9
64540696269,Q647
64544631865,T511
64545311687,Y006
64550363495,Q067
64551330042,667M
64551412046,216S
64558037975,F159
64563941402,Y901
64565921236,22K3
64568832257,92E6
64573595511,V220
64582078711,23F4
64582078711,8202
64584923442,448T
64590673248,P709
64591224572,56C4
64591670439,3882
64594529296,Y043
64594624812,508V
64600184932,375V
64601388522,586B
64603221142,374J
64604861570,7279
64606224049,857B
64606771000,52B8
64608568399,883C
64608568399,X710
64608636008,G331
64609697518,Q806
64609697518,W021
64613364534,759Q
64613980064,54G7
64615083499,E308
64618424502,921M
64619803926,837Z
64626939664,325G
64631593320,I877
64633727248,951L
64636448292,67J4
64639614113,9737
64639919957,2779
64641529573,712E
64647956632,7218
64647956632,R504
64649489265,Y652
64650980713,P501
64651291936,462L
64652151659,7017
64654097544,997A
64655150889,E141
64658952657,142S
64662734380,35K5
64665369547,37K6
64667879322,025J
64667969264,36F6
64667969264,X740
64671342838,L461
64671342838,L462
64675349331,2290
64676916675,111L
64679156892,75D0
64679520377,783S
64679844917,Z133
64683643844,6443
64687571545,23C7
64689779254,49E8
64689779254,987B
64690127160,X388
64691641368,82G5
64697808935,103N
64698395488,N049
64699121373,144L
64700705090,T804
64702005809,E958
64705622125,L575
64705840463,D708
64709096431,I444
64709846502,076X
64711717741,W912
64712124907,594J
64714028742,5401
64715380643,792M
64719165622,099O
64723505288,M262
64725866714,49B3
64726814614,9139
64728218911,271F
64728386656,18G8
64729624920,X526
64731720357,M079
64731720357,M080
64734953893,634P
64734953893,697P
64736813448,309G
64737964561,5179
64738326302,582Z
64741399457,98D3
64742067470,0659
64743992084,610W
64743992084,M827
64744803693,666J
64745814023,I679
64746132504,M575
64750805539,K136
64751878438,X669
64753390471,994Y
64756904294,281H
64756904294,7972
64759399698,151L
64763923916,G911
64764156294,L492
64764156294,L493
64766275265,6547
64767997584,Z999
64772270810,G314
64772270810,Q507
64773931498,T756
64774270052,W821
64781132280,9692
64782405788,799W
64784393955,484H
64785110109,50E7
64789914084,163E
64793763436,L217
64797046901,198D
64797832919,M972
64808969080,W479
64809588988,452X
64813123127,31H3
64816649570,229U
64816649570,155I
64817133847,3713
64818062188,711D
64818411379,009Y
64818499734,E286
64819469018,273I
64821127784,X104
64821343342,T369
64824922494,Z093
64825194816,V204
64828891467,N848
64829410785,124M
64833965507,T640
64835143242,891T
64840569507,3506
64841239285,W746
64845858294,0553
64848500347,58D2
64851324806,616J
64852321916,791I
64852577606,61C5
64854308290,V476
64863363069,556J
64863965213,690W
64867066238,95E9
64867502553,F199
64869572643,F230
64873167011,I786
64874093717,227L
64879494975,N793
64882603129,92D2
64886957635,933L
64887809064,656C
64887809064,3596
64889206708,75B5
64889293033,75J5
64889293033,G708
64889293033,186C
64891072246,232H
64892237410,938Q
64902161691,J865
64902766491,148S
64904253375,N120
64904885381,9744
64907074881,872N
64907558818,576E
64910526124,280R
64913605819,572F
64914253819,40D8
64917953932,K908
64918874335,V770
64920475041,E144
64923153775,050O
64925713467,556P
64929173410,009W
64929648096,06K4
64932562471,Q887
64936367408,W045
64936880716,693W
64938368330,980U
64939062700,R090
64940065620,M653
64940523383,922Y
64942902558,T310
64944672419,H084
64946378452,416R
64946935823,Y914
64953571759,G538
64953752276,M857
64955636784,5153
64961936900,C329
64962636356,443X
64965238049,419J
64965449286,34E8
64966195070,940R
64966724162,87C6
64976907331,I055
64980117490,S808
64981321410,745U
64983013564,H246
64983452930,W913
64985309612,51K1
64993634419,Z681
64997975387,389E
65 005 062 082,9013
65 106 738 552,A626
65 189 020 902,1760
65000639109,J488
65001356396,600K
65002351822,76D8
65003118956,578G
65003860053,664N
65004592741,W641
65004833219,S874
65005062082,C784
65005062082,C402
65005062082,F081
65005062082,0108
65006915448,R979
65007285181,837N
65007697109,7917
65007735168,1655
65007748512,M120
65009061063,6073
65009402073,077Q
65009692139,D043
65009912832,B987
65010259042,D426
65010617062,G932
65010868685,73F1
65013908696,Z182
65013908696,Z183
65013908696,Z184
65015505293,Q643
65017365226,5925
65017765215,5311
65018572493,6360
65018725907,3033
65019730955,76K0
65020093397,P681
65024741815,04J2
65030753057,64E0
65034681903,6264
65036156367,116T
65037228208,873Q
65039230447,6542
65039853099,31F1
65042374494,Y593
65047688532,131Z
65050011239,S602
65050531556,Z500
65050531556,2071
65050531556,E890
65050531556,N521
65053376492,882I
65053630320,6714
65055839308,689D
65056290435,51K7
65059212672,A501
65059497004,53J6
65060430615,J591
65060679209,H354
65065093709,1006
65065366690,479D
65066138398,7362
65066398835,Z459
65066964426,04F8
65066964426,T046
65069636260,3079
65069898964,X327
65072850156,B437
65074110991,62B6
65074110991,477I
65074437059,E924
65076252205,G646
65082967628,G275
65083683107,166F
65091245710,121C
65091842561,986G
65092465564,R911
65094237682,T379
65095982719,705J
65096359358,F538
65099518693,5500
65100420504,422I
65100644960,B813
65100783033,Z222
65101371519,705M
65103418481,00B4
65103727831,S872
65103990930,110S
65104016817,735F
65105104750,D826
65106282684,597P
65106661278,F797
65107348347,B846
65107905854,51B8
65108131191,W176
65108351635,10D8
65108401439,T760
65109240772,R465
65113991271,785S
65116516548,B953
65117507114,Q613
65119933587,728W
65120946438,09G3
65122970029,R711
65123786179,77J5
65125337254,276C
65125599230,944Q
65126629021,381X
65126849367,037Z
65127927558,1884
65128562005,09F8
65131121685,937S
65132804612,Q578
65132828776,S292
65132828776,P276
65132828776,096E
65132840608,L880
65134672498,57E3
65137091661,676M
65139007025,H376
65140544761,77C5
65141126573,N343
65142269432,379E
65143376758,341P
65144076118,2537
65144170677,924D
65146471990,801K
65147439454,61H3
65147678528,340Y
65147914131,2630
65148062625,V731
65150036767,72F2
65150250705,16J8
65151052281,535B
65151579029,A244
65153509696,638H
65158839966,392M
65158905744,M097
65160381288,500M
65160543224,530I
65162836857,1503
65162889437,R212
65164918007,R948
65166732407,5441
65167157392,389L
65168930498,517E
65169919389,Y633
65173088946,11D5
65175021196,562H
65177055371,Z820
65181409191,V518
65182174187,947A
65183937449,Y841
65186598099,Q829
65186695041,4401
65187692232,371H
65189237247,365M
65196415985,9552
65196925503,J588
65200548399,G856
65200718629,794P
65202328440,984N
65205197870,01D2
65208445290,196Z
65210411711,S588
65211298423,765M
65212720092,646S
65212805914,N536
65218138803,599N
65218802517,J463
65220224213,93H7
65223889068,D153
65227345425,3299
65229508622,T553
65229969436,P669
65234286266,X490
65238087526,99C1
65240319945,T997
65241995015,977C
65242947300,32F3
65246127688,P026
65246145363,103T
65246145363,104T
65248459150,C331
65249525018,N602
65249757768,588J
65250214619,518N
65251832260,349L
65254972699,891A
65255018751,111U
65255965981,130C
65256233071,10H0
65259790558,M670
65259790558,M518
65260506409,I198
65260600887,569Z
65260964081,Y580
65267404472,Q590
65269808589,S607
65272958118,10G0
65280792811,I673
65282930034,587N
65287354329,Y341
65289446052,488Y
65289600265,X622
65291091950,J605
65292763185,288J
65293467011,74G5
65293467011,J386
65297959788,976W
65303974630,5617
65305292119,U916
65306145729,686X
65311057526,I637
65319831236,T308
65320608959,48J3
65322107190,C070
65322810330,778Q
65325402281,J285
65329475263,W789
65339421815,849C
65344146340,66J3
65347617924,13D2
65351570265,589D
65352421159,95J5
65355629602,246E
65355690659,T684
65356766949,M193
65357879819,16H3
65357879819,330V
65357887531,2846
65365392889,213U
65365783837,10J1
65366484973,726T
65369700242,70H9
65370903842,938U
65372213957,H937
65376458827,27H5
65381603974,T471
65383099439,773Z
65383451228,602X
65384479221,Z542
65391067366,9803
65394115364,N331
65394652966,R180
65394950366,X300
65397157648,938R
65398621367,7868
65406195045,Z247
65408910824,1558
65409897334,487C
65409958807,626B
65412886110,206C
65414346480,G599
65415428235,290D
65418799034,741E
65420586040,822E
65421406785,13F7
65421517205,T862
65421893455,839X
65422939214,J029
65424682140,9793
65425913647,9294
65429514308,470F
65432630902,177B
65433808474,891Q
65434704129,934G
65435229911,8059
65436065831,802B
65438005220,487K
65438430270,M952
65441852601,00F1
65448348066,K558
65449277665,S501
65452240019,R786
65461578250,345L
65468924761,46E8
65469240445,Q441
65474648421,575T
65474648421,9661
65476841140,739K
65478312445,183N
65478319503,C078
65480088099,1041
65486627057,V661
65487514687,18C6
65494155203,X174
65494155203,877H
65494231910,204J
65494231910,639E
65494479839,3998
65495997029,G421
65496797179,38E3
65501123783,979V
65501346382,6920
65507446659,150D
65509481925,514N
65511012992,465S
65512837582,85J3
65513038020,S188
65515087794,285L
65517639160,9227
65518099466,578J
65518541133,E188
65524334242,04G4
65526048763,669E
65526551368,419M
65526618997,957R
65526951357,688I
65529852351,P173
65533204087,559V
65534565843,711K
65535750873,D062
65539155271,W917
65541465817,2889
65541523414,8420
65542340623,G144
65542462927,S957
65543754712,D816
65544166195,951M
65544810081,V755
65547003096,9861
65551840201,907J
65556505697,U195
65563774486,9524
65563881423,E773
65569523041,312S
65570239528,D635
65571847724,D256
65573201056,5834
65577452276,452I
65577536996,Y564
65579274689,4483
65582684002,462X
65583229185,896C
65587589237,19J9
65588670997,6089
65588752932,53D1
65589163898,Q010
65590978298,e987
65591197701,N463
65591197701,M166
65592104668,28K0
65598917168,Q347
65599250877,853W
65599419692,G249
65599792546,56D7
65601105566,W035
65601209581,00B3
65601892659,D443
65603012210,2555
65603058660,E628
65605699956,288F
65607922958,715Q
65607922958,716Q
65607922958,821Q
65608644668,008U
65613262554,T472
65617366392,87C2
65617570787,681E
65619557647,G781
65619557647,N818
65622971899,V336
65627740160,33J6
65632470937,U949
65633098892,112J
65634513806,3782
65635200805,0603
65639498076,985E
65644095582,74G7
65649026150,166B
65649342773,063U
65650465104,Z379
65652057240,S467
65652172567,21E9
65654461589,H087
65656642574,7199
65670321028,862W
65671226278,Z445
65673083619,402X
65675788080,I799
65675788080,I766
65677492115,E781
65680798388,S634
65684605588,84J1
65687790287,6002
65688720303,298T
65688720303,J511
65690817220,596Z
65691694719,936G
65692782161,122S
65694800427,W486
65698192874,V363
65699307229,9349
65703582231,408B
65705460879,548H
65706581461,M591
65707858113,41E9
65708610176,085L
65709094081,8538
65710184837,827Z
65711576509,I942
65714300129,V614
65717747322,I803
65719842063,449E
65720220856,892L
65721700462,Z633
65722433107,656R
65726076703,70B2
65735084907,X607
65743159716,N268
65747414128,010L
65750177027,762K
65750584306,415D
65750584306,617D
65751625917,L930
65752281855,63E6
65756725008,593S
65768797377,V122
65770357086,8846
65772042248,W255
65782348418,G941
65783142369,1609
65784186611,W202
65789696814,R915
65791647715,823M
65796169713,T470
65798393903,371D
65803925835,952J
65803975661,762E
65805663528,57H9
65805663528,274R
65806600510,964E
65809181196,59K9
65810670824,8673
65810755307,14C1
65812817853,37C8
65819828619,77B6
65824759127,920W
65824835834,2280
65828721340,Z736
65830867693,959F
65831147381,071D
65836735139,5368
65836962436,99D1
65839783709,U111
65840592235,G490
65840592235,G489
65842118345,047K
65846377827,139E
65846776844,5626
65848462460,40B3
65848794970,953R
65849154993,X598
65851598763,S822
65854577344,165J
65855608960,W497
65861714038,906V
65864236632,V863
65868030898,143H
65874128546,Z363
65875027962,122U
65876374250,178C
65880677164,920P
65882840674,728L
65883659708,C071
65886511756,629G
65887601368,96D1
65887601368,256P
65890956674,45K9
65892021808,S688
65892285436,40J0
65892848073,42G2
65894977039,304Y
65901470884,8536
65901520688,E258
65903709767,W841
65907816284,E826
65911060787,7739
65912118129,962V
65915866836,N564
65918845417,804L
65919850465,9063
65919944792,X216
65925243747,990H
65925743253,850I
65929332395,8850
65929332395,L191
65930287617,X349
65931187220,R479
65932165700,P530
65934127908,X383
65934466143,V143
65938818732,P078
65939552176,E319
65939696702,526B
65940574018,589C
65942346055,N739
65948737150,6162
65951011089,977H
65954804962,23H5
65955471641,T809
65955471641,T810
65955471641,T807
65955632944,E416
65957433768,4063
65957914725,81G9
65958275887,45K0
65959140039,H261
65959987439,X913
65960676959,08G5
65965965650,498J
65966867423,I777
65968506917,020W
65970087351,Z787
65974273749,7120
65975939423,S129
65978264436,D205
65978272293,Z176
65978654494,417R
65981468218,B320
65981544925,E759
65981697248,19F1
65991520130,989Y
65992711553,704H
65993259787,63G9
65994979196,7721
65996793596,2963
65997294295,D429
65998421254,315H
66 074 620 054,1401
66 096439931,0994
66 266 583 978,0913
66000136087,1845
66000215467,74E5
66002547042,J351
66002965239,I125
66003038198,720R
66004552229,E831
66005139317,M285
66005448831,00E5
66006725785,651P
66007442757,910W
66007897059,330B
66008667936,52E8
66008667936,Z764
66008695412,252M
66010362073,643J
66010637204,K257
66010694551,06C5
66015028526,W687
66015030346,17D8
66020536477,889I
66026471710,92J1
66028669812,05H4
66033830306,886U
66036683180,Z871
66038759285,81E0
66039479424,J349
66039479424,J348
66041430606,555W
66043148141,L480
66045858822,Y338
66047137272,N627
66047789824,559L
66049722123,18G7
66049796388,93B7
66049957578,Q363
66052270361,02J5
66058020308,L329
66058020308,1710
66058830940,1014
66058830940,M865
66058830940,297F
66059611332,U667
66071186366,L363
66071535476,Y867
66071681854,271Y
66072599627,200I
66073365795,602I
66074816068,39C4
66075191665,R331
66077299695,72J9
66078290687,W305
66079845088,Z574
66084315106,471M
66084835341,K860
66086996152,I526
66093156704,7344
66093286914,T832
66095142662,E530
66097308677,239Y
66097308677,Y604
